Point,Corner,mc_iteration,Pass/Fail,Voltage_thres,gm_0,gm_1,ID_max,ID_Interpol,Gain_inter,Rout_0,Rout_1,Voh,Vol,Vih,Vil
730,nom,730,,1.30314481808499e+00,9.23099050660471e-05,1.07410448770219e-05,5.38378676470359e-06,5.37290764183160e-06,-8.06132660554210e+01,8.28849817075437e+05,1.62064810448083e+07,1.75376414701414e+00,3.89789018529738e-02,1.41994420182023e+00,1.27707225853344e+00
731,nom,731,,1.25520362924623e+00,8.11822041688276e-05,1.05029742477984e-05,4.92885709534523e-06,4.92025287401594e-06,-8.99369534171494e+01,1.04846711968499e+06,1.73978765601204e+07,1.75368886150386e+00,3.96104325120266e-02,1.37026638557960e+00,1.22921275030762e+00
732,nom,732,,1.27839707302786e+00,7.80195204642993e-05,9.71596591646795e-06,4.56971115269914e-06,4.56155918202411e-06,-9.06983523677853e+01,1.10296979288706e+06,1.91180600058601e+07,1.75496746592877e+00,3.91790526037736e-02,1.39166910478913e+00,1.25306651650312e+00
733,nom,733,,1.28330797162999e+00,8.70993661024891e-05,1.05219987653914e-05,5.16897924225536e-06,5.16010837139184e-06,-8.54560160004910e+01,9.32280769996228e+05,1.65765148895418e+07,1.75365207254815e+00,3.92524203061763e-02,1.39955794444356e+00,1.25731053749992e+00
734,nom,734,,1.29050496122697e+00,8.23412121373153e-05,1.00051176714865e-05,4.77634023293660e-06,4.76700571613748e-06,-8.78911143081470e+01,1.01215570747439e+06,1.85178470610685e+07,1.75483202221119e+00,3.89108707481913e-02,1.40424402826039e+00,1.26516912064211e+00
735,nom,735,,1.25816059013225e+00,7.34674501846475e-05,9.58509571914933e-06,4.37296040364817e-06,4.36475670611651e-06,-9.24192718695548e+01,1.18924053447896e+06,1.98508797316017e+07,1.75503283406017e+00,3.94632180036099e-02,1.37095522159828e+00,1.23276707502646e+00
736,nom,736,,1.26359490237506e+00,7.31980132230510e-05,9.40823244828974e-06,4.32176615193350e-06,4.31421733124065e-06,-9.36725528849583e+01,1.21269737654017e+06,2.00412001564078e+07,1.75518969195301e+00,3.92981588353597e-02,1.37619835582811e+00,1.23844019857349e+00
737,nom,737,,1.27209496951585e+00,8.17705651687310e-05,1.02147334044567e-05,4.87293607428236e-06,4.86442248453878e-06,-8.84352884137862e+01,1.02584053210858e+06,1.76843948266993e+07,1.75411581424096e+00,3.94063547340768e-02,1.38699721706186e+00,1.24625904982843e+00
738,nom,738,,1.29925363048104e+00,8.61363206684102e-05,1.02807570610179e-05,4.98025802884604e-06,4.96965659453446e-06,-8.42670748426308e+01,9.26886865187489e+05,1.78742231020048e+07,1.75464632906465e+00,3.88871067640596e-02,1.41377650528025e+00,1.27366459788040e+00
739,nom,739,,1.26538742655970e+00,7.88443640761743e-05,1.00460588350481e-05,4.69747701010629e-06,4.68933662000052e-06,-9.16069637529871e+01,1.10124753939971e+06,1.84486281547426e+07,1.75440721716069e+00,3.93388446006538e-02,1.37920155768525e+00,1.23986140866269e+00
740,nom,740,,1.28446754970042e+00,7.98479655546548e-05,9.79485176001892e-06,4.65589639656017e-06,4.64739413828849e-06,-8.91783400600766e+01,1.05993490841356e+06,1.87903034323019e+07,1.75488567451391e+00,3.90698034633361e-02,1.39815657188291e+00,1.25912235426743e+00
741,nom,741,,1.28947341268548e+00,9.14361087516382e-05,1.09720049741637e-05,5.41326536478098e-06,5.40281044890629e-06,-8.30598066340648e+01,8.61436585897035e+05,1.60942184499927e+07,1.75347177165501e+00,3.91592365713293e-02,1.40592974196406e+00,1.26329628853324e+00
742,nom,742,,1.28804697115608e+00,8.33529913438507e-05,1.00993116772840e-05,4.88012270589455e-06,4.87097126847066e-06,-8.61619027955987e+01,9.80875805779185e+05,1.78600568322439e+07,1.75446090100434e+00,3.91479093571322e-02,1.40287377786002e+00,1.26235839689453e+00
743,nom,743,,1.24777530730130e+00,7.63707962967950e-05,1.01042831034290e-05,4.64156510018130e-06,4.63282174024564e-06,-9.03524910224033e+01,1.11682117348832e+06,1.84868172810636e+07,1.75419293025022e+00,3.97669636108821e-02,1.36206767234751e+00,1.22184295887059e+00
744,nom,744,,1.26935580978222e+00,7.79710103898292e-05,9.97013315308971e-06,4.59721625835669e-06,4.58888489968792e-06,-9.35577090745642e+01,1.13647948730957e+06,1.92061638920817e+07,1.75486106825382e+00,3.91284798532763e-02,1.38181270965905e+00,1.24415091145602e+00
745,nom,745,,1.28294142484190e+00,8.51545632702915e-05,1.03782497574791e-05,5.03181851924091e-06,5.02281012618281e-06,-8.65684698818515e+01,9.64999745373231e+05,1.72151669188385e+07,1.75401444928490e+00,3.92101703016170e-02,1.39828196701203e+00,1.25711295042292e+00
746,nom,746,,1.25805834569118e+00,6.92639427351233e-05,9.00178360184961e-06,4.08879561335449e-06,4.08164318719837e-06,-9.44297111753872e+01,1.29134698445212e+06,2.10055985165558e+07,1.75557464462663e+00,3.93941601195223e-02,1.37027405132641e+00,1.23301532037772e+00
747,nom,747,,1.26371222416300e+00,8.14151372134076e-05,1.03421200202222e-05,4.89625255549554e-06,4.88776096677771e-06,-8.92996320313266e+01,1.03945787463556e+06,1.75407159816179e+07,1.75390011638011e+00,3.94999069981119e-02,1.37870549265869e+00,1.23781372351816e+00
748,nom,748,,1.27239313060299e+00,7.91194680579532e-05,9.95549766306204e-06,4.67924415581666e-06,4.67089722995177e-06,-9.04424072793401e+01,1.08371300040254e+06,1.86027568723825e+07,1.75460698355698e+00,3.92868254801818e-02,1.38612698729123e+00,1.24687696626756e+00
749,nom,749,,1.30907116878716e+00,8.83439236745770e-05,1.02869550223956e-05,5.05877297946764e-06,5.04781098095696e-06,-8.26397183506648e+01,8.87084906667028e+05,1.76191032742272e+07,1.75465571103214e+00,3.86895970007540e-02,1.42404853090617e+00,1.28356545566460e+00
750,nom,750,,1.28559906705759e+00,8.29391561898961e-05,1.01349003764976e-05,4.85498943317756e-06,4.84590477497614e-06,-8.77507432001729e+01,1.00358170354606e+06,1.80572789597116e+07,1.75451560713088e+00,3.90713051763377e-02,1.39988571399212e+00,1.26006003613179e+00
751,nom,751,,1.25746157613882e+00,7.45529220822323e-05,9.71085052438647e-06,4.45790627526355e-06,4.44948648982953e-06,-9.10563316621624e+01,1.15440839344084e+06,1.93922918182302e+07,1.75480136065400e+00,3.95589454257882e-02,1.37085599323068e+00,1.23186606583258e+00
752,nom,752,,1.26776792107198e+00,7.38921721702613e-05,9.45811277945431e-06,4.34396834457410e-06,4.33609445000838e-06,-9.31802360150522e+01,1.19447391790490e+06,2.01030680749987e+07,1.75528927348333e+00,3.92391149460234e-02,1.38012777377752e+00,1.24262707915235e+00
753,nom,753,,1.26669995207107e+00,8.30466780007301e-05,1.05512866407836e-05,4.97747647910020e-06,4.96854431597519e-06,-8.97802414002659e+01,1.02388974172760e+06,1.74935540453348e+07,1.75391883992819e+00,3.93778577568942e-02,1.38120054891157e+00,1.24087618814900e+00
754,nom,754,,1.29001155335703e+00,8.74901408954583e-05,1.05005815458850e-05,5.14148290812914e-06,5.13185405351058e-06,-8.47855826311850e+01,9.19748615519839e+05,1.69251572927128e+07,1.75395805693123e+00,3.90900142126951e-02,1.40570822228637e+00,1.26415322331305e+00
755,nom,755,,1.25360018873604e+00,7.87794650813993e-05,1.02011935522043e-05,4.78653510181038e-06,4.77801406457893e-06,-8.86271512668069e+01,1.06427509248389e+06,1.77457331082177e+07,1.75387816758066e+00,3.97666868577121e-02,1.36893402106737e+00,1.22749413163383e+00
756,nom,756,,1.27454113695272e+00,8.08497748973674e-05,1.01539656468076e-05,4.77462471904132e-06,4.76607928848889e-06,-9.08977907293404e+01,1.06591739363777e+06,1.83728763345578e+07,1.75451477794952e+00,3.91896236616216e-02,1.38808688658945e+00,1.24906791507653e+00
757,nom,757,,1.29641544000317e+00,9.42977434061216e-05,1.10592057723908e-05,5.57599454268411e-06,5.56525167115860e-06,-8.00949488023502e+01,8.06300055661402e+05,1.54567823133155e+07,1.75320607268457e+00,3.91809740901517e-02,1.41411606141200e+00,1.26999075530262e+00
758,nom,758,,1.30104428579604e+00,8.37993210441101e-05,9.88407520122683e-06,4.82716391820623e-06,4.81759336062942e-06,-8.43951995981727e+01,9.56109076877174e+05,1.81682859074454e+07,1.75482813074431e+00,3.89049923419828e-02,1.41585826180061e+00,1.27556180569669e+00
759,nom,759,,1.26374287590178e+00,7.68719110959972e-05,9.85440102049887e-06,4.57588619733612e-06,4.56768274306996e-06,-9.14449927799841e+01,1.12651138175612e+06,1.89358572241998e+07,1.75464683768740e+00,3.93985363887851e-02,1.37728851007644e+00,1.23823485568338e+00
760,nom,760,,1.26933257864387e+00,7.51932547038208e-05,9.54290264493640e-06,4.43147694401273e-06,4.42355027617633e-06,-9.17167471591265e+01,1.15606823649294e+06,1.95862031862875e+07,1.75506326664499e+00,3.93031538841855e-02,1.38240125994213e+00,1.24402151310887e+00
761,nom,761,,1.26612826782749e+00,8.36552855754698e-05,1.05749626611175e-05,5.03720042330518e-06,5.02828315687630e-06,-8.81006228601809e+01,9.97764331954669e+05,1.71002088081574e+07,1.75369628221277e+00,3.95059517931996e-02,1.38147244346981e+00,1.24007504029511e+00
762,nom,762,,1.29844846670523e+00,8.97751954009987e-05,1.06588216543513e-05,5.22717777330644e-06,5.21632110128623e-06,-8.32296689664173e+01,8.78745014098270e+05,1.69319054174843e+07,1.75410163694395e+00,3.89085405219026e-02,1.41390536443993e+00,1.27263988347488e+00
763,nom,763,,1.27223377902696e+00,7.97254429147164e-05,9.95646098037470e-06,4.72790441696850e-06,4.71996189821687e-06,-9.00833429423207e+01,1.07272998145654e+06,1.82091311447111e+07,1.75439132166505e+00,3.93228599007531e-02,1.38661207605187e+00,1.24664682008687e+00
764,nom,764,,1.27845106812331e+00,7.76934154363080e-05,9.81432435513138e-06,4.52660900090652e-06,4.51782945819459e-06,-9.23538256299440e+01,1.12536214500588e+06,1.97181831038582e+07,1.75527241639775e+00,3.90144133466955e-02,1.39041909877199e+00,1.25334586851638e+00
765,nom,765,,1.28701643641092e+00,8.55324504235369e-05,1.03623035368506e-05,5.03158487875055e-06,5.02218549535381e-06,-8.56193889079179e+01,9.49736007831016e+05,1.73069018560248e+07,1.75413540150560e+00,3.91635113755268e-02,1.40229676954517e+00,1.26119017497045e+00
766,nom,766,,1.28085833312796e+00,8.14176281596828e-05,1.00843838204153e-05,4.77938595842719e-06,4.77052333374150e-06,-8.91832117068170e+01,1.03858109436914e+06,1.83746089091056e+07,1.75461613198240e+00,3.91318078898382e-02,1.39464706265160e+00,1.25536732715014e+00
767,nom,767,,1.25460876531743e+00,7.13526313681860e-05,9.30665401552451e-06,4.25907781901502e-06,4.25138539278966e-06,-9.19328026966588e+01,1.21891512437994e+06,2.00638759530610e+07,1.75509087174388e+00,3.96027289561540e-02,1.36786691694500e+00,1.22915731201295e+00
768,nom,768,,1.25972551649911e+00,7.12000640782668e-05,9.34125597727414e-06,4.20430733319175e-06,4.19603242929711e-06,-9.34527270228034e+01,1.23965450976343e+06,2.08406099357557e+07,1.75553886271254e+00,3.93760462175493e-02,1.37147538178123e+00,1.23455997536608e+00
769,nom,769,,1.26894484880420e+00,8.17467329690868e-05,1.02831423529211e-05,4.88445700707382e-06,4.87603608983387e-06,-8.94101087397039e+01,1.03729489429784e+06,1.76558213008806e+07,1.75404199887451e+00,3.93944593059633e-02,1.38370707137985e+00,1.24315614194993e+00
770,nom,770,,1.29627093967534e+00,8.59951622646715e-05,1.03378094576569e-05,4.97999165582671e-06,4.96956051570484e-06,-8.55868427088815e+01,9.42879418322943e+05,1.79104884653573e+07,1.75460739247488e+00,3.88417873994847e-02,1.41049096716368e+00,1.27077255243770e+00
771,nom,771,,1.27004131511995e+00,7.77747305875513e-05,9.80569908330082e-06,4.60353829945525e-06,4.59558312028525e-06,-9.10765393494725e+01,1.11078850787132e+06,1.87876209441882e+07,1.75466209897111e+00,3.93101380521532e-02,1.38378714920389e+00,1.24458555178521e+00
772,nom,772,,1.28016498256893e+00,7.98288041551985e-05,9.90783810384570e-06,4.67172634938259e-06,4.66325494536698e-06,-9.05815201847654e+01,1.07635754293219e+06,1.87948806318615e+07,1.75481521839653e+00,3.90670317154167e-02,1.39351263944130e+00,1.25486074119204e+00
773,nom,773,,1.28967978786970e+00,8.91424921632391e-05,1.07250195407882e-05,5.26028011930470e-06,5.25003891709829e-06,-8.35032335704331e+01,8.88209162160664e+05,1.65869994359099e+07,1.75377399498280e+00,3.91804109662757e-02,1.40569241660531e+00,1.26359564683855e+00
774,nom,774,,1.28247714369285e+00,8.34031017336272e-05,1.02465959896923e-05,4.90797418439820e-06,4.89892465165686e-06,-8.78134797723108e+01,9.98643533082425e+05,1.78138746476236e+07,1.75433893811516e+00,3.91520268954026e-02,1.39696526452549e+00,1.25683047633854e+00
775,nom,775,,1.25827626788191e+00,7.53093497359518e-05,9.66140897132925e-06,4.51737414265621e-06,4.50962456932512e-06,-9.02247908825826e+01,1.13527775222192e+06,1.87814588808428e+07,1.75449667310210e+00,3.96206300974752e-02,1.37277106104595e+00,1.23256350290235e+00
776,nom,776,,1.27571933860956e+00,7.64491291693094e-05,9.67099008500541e-06,4.46595203266038e-06,4.45759910125194e-06,-9.25413991278657e+01,1.14672450476397e+06,1.98065090562233e+07,1.75527086543476e+00,3.91004496335007e-02,1.38790735062497e+00,1.25059133535398e+00
777,nom,777,,1.27410534078692e+00,8.55035947709036e-05,1.06411588963991e-05,5.09652236740358e-06,5.08769072993262e-06,-8.91138964471721e+01,9.88805137765097e+05,1.70610603512032e+07,1.75377399055188e+00,3.92228047436049e-02,1.38903063290826e+00,1.24832646125994e+00
778,nom,778,,1.30653927862988e+00,9.42783204092218e-05,1.08882035068242e-05,5.48736845794169e-06,5.47602615454975e-06,-7.97496617529256e+01,8.02763775373256e+05,1.59520053366617e+07,1.75366623462404e+00,3.89098532254788e-02,1.42356795837575e+00,1.28043545268530e+00
779,nom,779,,1.26715745812396e+00,8.04687779219091e-05,1.01689669451790e-05,4.81307010841134e-06,4.80457545725638e-06,-8.89368871416327e+01,1.04743503553194e+06,1.78842432410566e+07,1.75414924527030e+00,3.94733649404436e-02,1.38191142115757e+00,1.24131802627785e+00
780,nom,780,,1.26864347465717e+00,7.91183365465159e-05,1.00361190529994e-05,4.69542152601024e-06,4.68714487582042e-06,-9.14351022172347e+01,1.09539157436742e+06,1.85432175188060e+07,1.75451003258716e+00,3.92847073363696e-02,1.38226594077747e+00,1.24315916286473e+00
781,nom,781,,1.27502207245645e+00,8.73734391193027e-05,1.06573619937881e-05,5.25484297530613e-06,5.24659407892364e-06,-8.58434361387729e+01,9.34475724540309e+05,1.60364843451499e+07,1.75321216087637e+00,3.94768977952994e-02,1.39201677798604e+00,1.24877266856264e+00
782,nom,782,,1.28990674067434e+00,8.18694840417798e-05,9.91042547323994e-06,4.76381766906524e-06,4.75478528230110e-06,-8.69671974977934e+01,1.00801660696605e+06,1.83745825551562e+07,1.75475959722624e+00,3.90516105999978e-02,1.40418382471873e+00,1.26442080959941e+00
783,nom,783,,1.25326895601357e+00,7.41603782582066e-05,9.74710948429222e-06,4.44896263080259e-06,4.44067504489281e-06,-9.21986867049538e+01,1.17480304188796e+06,1.94228293077391e+07,1.75474678298235e+00,3.95619912770011e-02,1.36649716351009e+00,1.22772951642899e+00
784,nom,784,,1.26303610336156e+00,7.52845604403114e-05,9.73633478015450e-06,4.45804578461023e-06,4.44995954338536e-06,-9.37338198360453e+01,1.17851658804795e+06,1.96278593040330e+07,1.75497873465753e+00,3.92655532054451e-02,1.37552285071996e+00,1.23781247930746e+00
785,nom,785,,1.27700873084030e+00,8.30142161498363e-05,1.02072825769939e-05,4.92707195752931e-06,4.91892619196802e-06,-8.83670237989129e+01,1.01152112125641e+06,1.74114051383457e+07,1.75402907204894e+00,3.92976108807135e-02,1.39223343920796e+00,1.25124694194187e+00
786,nom,786,,1.29409935354851e+00,8.78601576169463e-05,1.04563506152031e-05,5.14663302700284e-06,5.13670526603231e-06,-8.34150479940610e+01,9.00992049132885e+05,1.69157789408679e+07,1.75402985624766e+00,3.90957636592811e-02,1.41001197492067e+00,1.26817601580580e+00
787,nom,787,,1.28860628289642e+00,7.89776307088843e-05,9.73997017205286e-06,4.55643905474890e-06,4.54722219442589e-06,-8.99573301740632e+01,1.07885161215162e+06,1.96166578818358e+07,1.75537136947387e+00,3.88696558721811e-02,1.40102040364211e+00,1.26352412711291e+00
788,nom,788,,1.27915651426414e+00,8.08137099834031e-05,1.00291848879994e-05,4.75249394789391e-06,4.74387967986424e-06,-8.94705152055697e+01,1.05007785097440e+06,1.84038276486975e+07,1.75460698211631e+00,3.91831231279083e-02,1.39300265032853e+00,1.25364936654975e+00
789,nom,789,,1.23769387032433e+00,6.97609190474251e-05,9.43589660528578e-06,4.23114185131193e-06,4.22345569670648e-06,-9.39460363021329e+01,1.27111899753991e+06,2.01019637749758e+07,1.75485953705669e+00,3.97919667134344e-02,1.35077558881828e+00,1.21219195198560e+00
790,nom,790,,1.29157713572913e+00,8.49301292733834e-05,1.03112682288566e-05,4.94592714373165e-06,4.93577954304657e-06,-8.60534490547128e+01,9.59763366668443e+05,1.79585423718749e+07,1.75456735593976e+00,3.89807431187540e-02,1.40578950616547e+00,1.26598814533881e+00
791,nom,791,,1.26885360975456e+00,7.68904336613445e-05,9.72810960642706e-06,4.55503119252659e-06,4.54693013679646e-06,-9.04598690150510e+01,1.11515222845337e+06,1.89671677985221e+07,1.75474671706453e+00,3.93811928602824e-02,1.38261492751618e+00,1.24333698658637e+00
792,nom,792,,1.26680231778490e+00,7.62829348590822e-05,9.71573976186774e-06,4.51594485712340e-06,4.50804920393262e-06,-9.21520702914258e+01,1.14505535667689e+06,1.92017715832666e+07,1.75482271877288e+00,3.93075235859416e-02,1.38006949687931e+00,1.24144738236806e+00
793,nom,793,,1.26952558563521e+00,8.37219831835002e-05,1.04734746053818e-05,5.02951590314915e-06,5.02071999102336e-06,-8.70791963976064e+01,9.86195987334872e+05,1.70357123956185e+07,1.75371886002577e+00,3.95232537695810e-02,1.38521852739540e+00,1.24341495190983e+00
794,nom,794,,1.30524264791086e+00,9.07401743179121e-05,1.05914574670701e-05,5.25729181981321e-06,5.24612965767629e-06,-8.11637581581835e+01,8.48214505390810e+05,1.67883569103257e+07,1.75414058903216e+00,3.88982317660413e-02,1.42124522989231e+00,1.27934874250800e+00
795,nom,795,,1.26273853228054e+00,8.05102269778811e-05,1.03662918665059e-05,4.82634319338215e-06,4.81733379181703e-06,-9.03932957292410e+01,1.06185812034175e+06,1.80911799676966e+07,1.75419311965825e+00,3.94303821028718e-02,1.37669152250610e+00,1.23698590295587e+00
796,nom,796,,1.28646762018801e+00,7.78199456993055e-05,9.54020777392063e-06,4.50541865264625e-06,4.49709945498346e-06,-9.00459275814792e+01,1.09817469090897e+06,1.94907345020697e+07,1.75527025572504e+00,3.89835158716100e-02,1.39951450693817e+00,1.26133638747746e+00
797,nom,797,,1.28357818717014e+00,8.66909021484140e-05,1.05810361237014e-05,5.12560955882535e-06,5.11609219003441e-06,-8.61757515007517e+01,9.42801133946010e+05,1.70159790138779e+07,1.75391084305679e+00,3.91747853834939e-02,1.39889901345346e+00,1.25770110366483e+00
798,nom,798,,1.28554061240660e+00,8.11416674235519e-05,9.95537686224838e-06,4.74125296639785e-06,4.73217162456846e-06,-8.76850393198826e+01,1.02456247706684e+06,1.85217153077483e+07,1.75477883698957e+00,3.91432780872563e-02,1.39947489239228e+00,1.26000403985564e+00
799,nom,799,,1.25059526914123e+00,7.32007310745985e-05,9.63116865405185e-06,4.40231122748523e-06,4.39437371191354e-06,-9.22648523913268e+01,1.19164489439987e+06,1.94599035120010e+07,1.75472423091615e+00,3.96281250176595e-02,1.36408114709570e+00,1.22503734754091e+00
800,nom,800,,1.27151615201271e+00,7.34614599782051e-05,9.38015081412375e-06,4.28562790155369e-06,4.27780172696946e-06,-9.44707081185595e+01,1.21843183564976e+06,2.05604614852157e+07,1.75556135291181e+00,3.90850065709023e-02,1.38313571176145e+00,1.24659727750596e+00
801,nom,801,,1.27659598612642e+00,8.19067183061348e-05,1.02206382359177e-05,4.84386020049678e-06,4.83501228082971e-06,-8.90542875488999e+01,1.03066038072817e+06,1.80572646580645e+07,1.75438984160743e+00,3.92671123232065e-02,1.39069327986367e+00,1.25092875892397e+00
802,nom,802,,1.29436693752564e+00,8.67523424633931e-05,1.03473888524338e-05,5.06280134503447e-06,5.05298697525939e-06,-8.44108850464541e+01,9.23310442340384e+05,1.72746206367350e+07,1.75422841643287e+00,3.90148554660123e-02,1.40976891791650e+00,1.26861697396215e+00
803,nom,803,,1.26820851710423e+00,7.78930080157331e-05,9.84986600730466e-06,4.63364536979475e-06,4.62527428749893e-06,-8.91082361344771e+01,1.08385828647478e+06,1.85912865558465e+07,1.75455100047234e+00,3.94737228149526e-02,1.38248306596071e+00,1.24249207214475e+00
804,nom,804,,1.27769995997786e+00,7.99068764792818e-05,9.95923796534079e-06,4.70185334243502e-06,4.69333687613951e-06,-8.97872350547537e+01,1.06558891533742e+06,1.85957339527455e+07,1.75469102314996e+00,3.92254823106173e-02,1.39137871919279e+00,1.25219908925345e+00
805,nom,805,,1.28590790071897e+00,9.24064428169691e-05,1.10723935563584e-05,5.51837422377734e-06,5.50842162131982e-06,-8.25034338047622e+01,8.47658722665444e+05,1.55325411306354e+07,1.75307551026008e+00,3.93052748674412e-02,1.40329268549161e+00,1.25950108950402e+00
806,nom,806,,1.29033455285574e+00,8.45416741941463e-05,1.01926290829830e-05,4.93169411003749e-06,4.92241313568368e-06,-8.66716093738830e+01,9.72982482375869e+05,1.77578305320890e+07,1.75441896584877e+00,3.89748851703714e-02,1.40503623204627e+00,1.26479624288033e+00
807,nom,807,,1.26251301673639e+00,7.64190007945190e-05,9.81392020567829e-06,4.55520884090113e-06,4.54700029868097e-06,-9.11430330041670e+01,1.12921359924593e+06,1.89726557693620e+07,1.75465109130827e+00,3.94477624515535e-02,1.37616349330922e+00,1.23696195026954e+00
808,nom,808,,1.26761731310451e+00,7.80347362657201e-05,9.93597504221213e-06,4.62376987817639e-06,4.61567444161486e-06,-9.24015851101454e+01,1.12232685024707e+06,1.88553645269758e+07,1.75465260290253e+00,3.92503967583973e-02,1.38087560062266e+00,1.24224902436849e+00
809,nom,809,,1.27391036008393e+00,8.53986767674818e-05,1.06196073207963e-05,5.10750385950836e-06,5.09849750713976e-06,-8.73868677662225e+01,9.70470489425519e+05,1.69331712867129e+07,1.75372341668650e+00,3.93947105107703e-02,1.38931161241956e+00,1.24788501875387e+00
810,nom,810,,1.26493423715605e+00,7.01690086050173e-05,9.10369192740745e-06,4.10528036188236e-06,4.09748855905485e-06,-9.44621272296130e+01,1.27345083664707e+06,2.13521059681778e+07,1.75584323576023e+00,3.92338387329022e-02,1.37626458571891e+00,1.24000740742317e+00
811,nom,811,,1.27452538097691e+00,8.15146931504844e-05,1.01289379617332e-05,4.83199998175354e-06,4.82392697761502e-06,-8.99939696128032e+01,1.04853722173922e+06,1.78716119687357e+07,1.75424023454114e+00,3.92643250865770e-02,1.38901580997137e+00,1.24892071674063e+00
812,nom,812,,1.27327750513630e+00,7.92667613394535e-05,1.00833498576645e-05,4.67043997104847e-06,4.66134118685909e-06,-9.10365023706930e+01,1.08648453724707e+06,1.89966729221258e+07,1.75483860614681e+00,3.91995885874822e-02,1.38604124168549e+00,1.24785671615219e+00
813,nom,813,,1.29045359022310e+00,8.82265780014827e-05,1.05581853229955e-05,5.20180740677692e-06,5.19197234732772e-06,-8.32838929533308e+01,8.95839676976021e+05,1.66475423079126e+07,1.75382442556557e+00,3.92143697697027e-02,1.40669178285198e+00,1.26436898809625e+00
814,nom,814,,1.27728885218469e+00,8.34344028492033e-05,1.03703854374191e-05,4.93843479039028e-06,4.92951048510400e-06,-8.89327877314335e+01,1.01072713518750e+06,1.77043765364485e+07,1.75419670111378e+00,3.92068249316744e-02,1.39165422317872e+00,1.25161535062455e+00
815,nom,815,,1.23644862482929e+00,7.54975784232879e-05,1.00673646297808e-05,4.66475157418367e-06,4.65663877800907e-06,-8.92404319626944e+01,1.11668956214934e+06,1.78570705379805e+07,1.75370006270963e+00,4.00985332168918e-02,1.35225688446885e+00,1.21016914265319e+00
816,nom,816,,1.26376105306305e+00,7.44199249640145e-05,9.52375879897303e-06,4.41038637595272e-06,4.40271827227667e-06,-9.23809554171917e+01,1.17656549127345e+06,1.95430038172383e+07,1.75495156489913e+00,3.93728722084416e-02,1.37699275454600e+00,1.23843132084755e+00
817,nom,817,,1.29224583143530e+00,8.28353252236245e-05,1.00705855028064e-05,4.79301022743741e-06,4.78325854916058e-06,-8.76855051810228e+01,1.00299166066065e+06,1.85939125935704e+07,1.75490287438025e+00,3.88546540477682e-02,1.40573304749154e+00,1.26693702494999e+00
818,nom,818,,1.29271456051467e+00,8.77052168704396e-05,1.05580881635693e-05,5.12995758003434e-06,5.11954965059684e-06,-8.44943231507711e+01,9.12952444425361e+05,1.72122103598238e+07,1.75417358162504e+00,3.90204546830140e-02,1.40782847882889e+00,1.26690893044473e+00
819,nom,819,,1.26832280726784e+00,7.87930355527796e-05,9.93668172239627e-06,4.69086603579390e-06,4.68269135362571e-06,-8.96770985597514e+01,1.07921223836967e+06,1.83365617944357e+07,1.75440788061648e+00,3.94261732660523e-02,1.38271641974004e+00,1.24264336324983e+00
820,nom,820,,1.29062261527225e+00,8.00054645058911e-05,9.69222688448585e-06,4.63504757900987e-06,4.62625959343954e-06,-8.76394901921038e+01,1.03956450146598e+06,1.89097061831451e+07,1.75505065159705e+00,3.90227268295342e-02,1.40444366986603e+00,1.26527741164345e+00
821,nom,821,,1.31454011357950e+00,1.02424824881069e-04,1.15776785162240e-05,5.98247131577991e-06,5.96919606263632e-06,-7.52055120744185e+01,6.96404912075043e+05,1.46359456837930e+07,1.75300435269786e+00,3.89446270314713e-02,1.43325142632135e+00,1.28789639791703e+00
822,nom,822,,1.28804704499981e+00,8.45192618417788e-05,1.02439970102366e-05,4.95349253513973e-06,4.94411505287210e-06,-8.60943799541962e+01,9.66334066368298e+05,1.76424219260291e+07,1.75433635700816e+00,3.91129067839648e-02,1.40294216881286e+00,1.26233925987288e+00
823,nom,823,,1.25076248861787e+00,7.73329531558439e-05,1.01887886126714e-05,4.68577560511397e-06,4.67694316009848e-06,-9.06650500126007e+01,1.10704328664197e+06,1.84186634786766e+07,1.75419604274802e+00,3.96741082601920e-02,1.36486268565023e+00,1.22489701092592e+00
824,nom,824,,1.27243033072236e+00,7.54181782134669e-05,9.57528237995595e-06,4.42184079266066e-06,4.41362406803113e-06,-9.21700019322809e+01,1.15759833856589e+06,1.98527041537948e+07,1.75524426208993e+00,3.92018125604745e-02,1.38490153672903e+00,1.24722849909051e+00
825,nom,825,,1.27619741512145e+00,8.39574046259152e-05,1.03805878604679e-05,4.99000440732920e-06,4.98147477287203e-06,-8.84366310917452e+01,9.99988123431018e+05,1.73163066959128e+07,1.75396158886550e+00,3.92811584260763e-02,1.39124836136206e+00,1.25040752525671e+00
826,nom,826,,1.29358420289472e+00,9.09034181894594e-05,1.07785523126621e-05,5.34432844512578e-06,5.33427906422419e-06,-8.34053110837843e+01,8.71105282181612e+05,1.62592934496767e+07,1.75361794813601e+00,3.90131680662534e-02,1.40999035778954e+00,1.26761595864539e+00
827,nom,827,,1.25760311182874e+00,8.01013814011737e-05,1.02836878176743e-05,4.85011703304416e-06,4.84165635733580e-06,-8.88688957930802e+01,1.05049979628932e+06,1.75702140145399e+07,1.75383212748051e+00,3.96605223385878e-02,1.37290308098523e+00,1.23156673941426e+00
